"Isolation","Trait_A","Trait_B","Mean_NP","SD_NP","Var_NP"
"Drink.Juice","Raffinose","Galactitol",NA,0.826822822822823,NA
"Drink.Juice","Raffinose","D-Mannitol",NA,4.00488088088088,NA
"Drink.Juice","Raffinose","D-Glucitol",NA,4.04224624624625,NA
"Drink.Juice","Raffinose","myo-Inositol",NA,0.77604004004004,NA
"Drink.Juice","Raffinose","DL-Lactate",NA,3.84824424424424,NA
"Drink.Juice","Raffinose","Succinate",NA,4.36146546546547,NA
"Drink.Juice","Raffinose","Citrate",NA,3.52968568568569,NA
"Drink.Juice","Raffinose","D-Gluconate",NA,4.42152152152152,NA
"Drink.Juice","Raffinose","D-Glucosamine",NA,2.73627227227227,NA
"Drink.Juice","Raffinose","Nitrate",NA,2.13185585585586,NA
"Drink.Juice","Raffinose","Vitamin-free",NA,1.84464064064064,NA
"Drink.Juice","Raffinose","2-Keto-D-gluconate",NA,4.07662062062062,NA
"Drink.Juice","Raffinose","Starch formation",NA,1.34334234234234,NA
"Drink.Juice","Raffinose","Growth at 19°C",NA,3.74786686686687,NA
"Drink.Juice","Raffinose","Growth at 25°C",NA,3.90467967967968,NA
"Drink.Juice","Raffinose","Growth at 30°C",NA,4.3818978978979,NA
"Drink.Juice","Raffinose","Growth at 37°C",NA,4.97728828828829,NA
"Drink.Juice","Melibiose","Galactose",NA,3.8038028028028,NA
"Drink.Juice","Melibiose","Lactose",NA,0.984175175175175,NA
"Drink.Juice","Melibiose","Trehalose",NA,3.3408998998999,NA
"Drink.Juice","Melibiose","Maltose",NA,3.55533033033033,NA
"Drink.Juice","Melibiose","Melezitose",NA,3.13865765765766,NA
"Drink.Juice","Melibiose","Methyl-?-D-glucoside",NA,2.98596096096096,NA
"Drink.Juice","Melibiose","Soluble Starch",NA,2.36708308308308,NA
"Drink.Juice","Melibiose","Cellobiose",NA,4.28387487487487,NA
"Drink.Juice","Melibiose","Salicin",NA,4.10187787787788,NA
"Drink.Juice","Melibiose","L-Sorbose",NA,3.99262362362362,NA
"Drink.Juice","Melibiose","L-Rhamnose",NA,1.92195295295295,NA
"Drink.Juice","Melibiose","D-Xylose",NA,3.4793953953954,NA
"Drink.Juice","Melibiose","L-Arabinose",NA,2.59539439439439,NA
"Drink.Juice","Melibiose","D-Arabinose",NA,2.44132032032032,NA
"Drink.Juice","Melibiose","D-Ribose",NA,2.85062562562563,NA
"Drink.Juice","Melibiose","Methanol",NA,1.13039439439439,NA
"Drink.Juice","Melibiose","Ethanol",NA,2.87575475475475,NA
"Drink.Juice","Melibiose","Glycerol",NA,2.81684784784785,NA
"Drink.Juice","Melibiose","Erythritol",NA,2.37629229229229,NA
"Drink.Juice","Melibiose","Ribitol",NA,3.51923823823824,NA
"Drink.Juice","Melibiose","Galactitol",NA,1.29287687687688,NA
"Drink.Juice","Melibiose","D-Mannitol",NA,3.49389389389389,NA
"Drink.Juice","Melibiose","D-Glucitol",NA,3.45202802802803,NA
"Drink.Juice","Melibiose","myo-Inositol",NA,1.04831231231231,NA
"Drink.Juice","Melibiose","DL-Lactate",NA,4.06754654654655,NA
"Drink.Juice","Melibiose","Succinate",NA,3.42621721721722,NA
"Drink.Juice","Melibiose","Citrate",NA,4.06704204204204,NA
"Drink.Juice","Melibiose","D-Gluconate",NA,4.50560960960961,NA
"Drink.Juice","Melibiose","D-Glucosamine",NA,3.16960860860861,NA
"Drink.Juice","Melibiose","Nitrate",NA,2.78981381381381,NA
"Drink.Juice","Melibiose","Vitamin-free",NA,2.33109009009009,NA
"Drink.Juice","Melibiose","2-Keto-D-gluconate",NA,4.44051651651652,NA
"Drink.Juice","Melibiose","Starch formation",NA,1.8512022022022,NA
"Drink.Juice","Melibiose","Growth at 19°C",NA,1.45523023023023,NA
"Drink.Juice","Melibiose","Growth at 25°C",NA,1.43040640640641,NA
"Drink.Juice","Melibiose","Growth at 30°C",NA,2.89533433433433,NA
"Drink.Juice","Melibiose","Growth at 37°C",NA,5.13345245245245,NA
"Drink.Juice","Galactose","Lactose",NA,0.248072072072072,NA
"Drink.Juice","Galactose","Trehalose",NA,2.64112012012012,NA
"Drink.Juice","Galactose","Maltose",NA,2.38636136136136,NA
"Drink.Juice","Galactose","Melezitose",NA,1.53743743743744,NA
"Drink.Juice","Galactose","Methyl-?-D-glucoside",NA,1.46016416416416,NA
"Drink.Juice","Galactose","Soluble Starch",NA,0.948419419419419,NA
"Drink.Juice","Galactose","Cellobiose",NA,2.82662562562563,NA
"Drink.Juice","Galactose","Salicin",NA,2.81556656656657,NA
"Drink.Juice","Galactose","L-Sorbose",NA,2.18374274274274,NA
"Drink.Juice","Galactose","L-Rhamnose",NA,0.602102102102102,NA
"Drink.Juice","Galactose","D-Xylose",NA,2.11961961961962,NA
"Drink.Juice","Galactose","L-Arabinose",NA,0.847078078078078,NA
"Drink.Juice","Galactose","D-Arabinose",NA,0.913688688688689,NA
"Drink.Juice","Galactose","D-Ribose",NA,1.20204104104104,NA
"Drink.Juice","Galactose","Methanol",NA,0.301901901901902,NA
"Drink.Juice","Galactose","Ethanol",NA,3.18832432432432,NA
"Drink.Juice","Galactose","Glycerol",NA,3.247998998999,NA
"Drink.Juice","Galactose","Erythritol",NA,1.01655255255255,NA
"Drink.Juice","Galactose","Ribitol",NA,2.08643743743744,NA
"Drink.Juice","Galactose","Galactitol",NA,0.351967967967968,NA
"Drink.Juice","Galactose","D-Mannitol",NA,3.0613003003003,NA
"Drink.Juice","Galactose","D-Glucitol",NA,2.99837337337337,NA
"Drink.Juice","Galactose","myo-Inositol",NA,0.462958958958959,NA
"Drink.Juice","Galactose","DL-Lactate",NA,2.25261161161161,NA
"Drink.Juice","Galactose","Succinate",NA,2.81152252252252,NA
"Drink.Juice","Galactose","Citrate",NA,2.26864364364364,NA
"Drink.Juice","Galactose","D-Gluconate",NA,2.77675175175175,NA
"Drink.Juice","Galactose","D-Glucosamine",NA,1.40752652652653,NA
"Drink.Juice","Galactose","Nitrate",NA,0.811930930930931,NA
"Drink.Juice","Galactose","Vitamin-free",NA,0.835794794794795,NA
"Drink.Juice","Galactose","2-Keto-D-gluconate",NA,2.57593193193193,NA
"Drink.Juice","Galactose","Starch formation",NA,0.84643043043043,NA
"Drink.Juice","Galactose","Growth at 19°C",NA,2.9965965965966,NA
"Drink.Juice","Galactose","Growth at 25°C",NA,3.12291391391391,NA
"Drink.Juice","Galactose","Growth at 30°C",NA,3.30544944944945,NA
"Drink.Juice","Galactose","Growth at 37°C",NA,3.17481381381381,NA
"Drink.Juice","Lactose","Trehalose",NA,3.22609009009009,NA
"Drink.Juice","Lactose","Maltose",NA,3.47825325325325,NA
"Drink.Juice","Lactose","Melezitose",NA,2.96994494494494,NA
"Drink.Juice","Lactose","Methyl-?-D-glucoside",NA,3.17059459459459,NA
"Drink.Juice","Lactose","Soluble Starch",NA,2.40976076076076,NA
"Drink.Juice","Lactose","Cellobiose",NA,4.55411311311311,NA
"Drink.Juice","Lactose","Salicin",NA,4.2686996996997,NA
"Drink.Juice","Lactose","L-Sorbose",NA,3.84368268268268,NA
"Drink.Juice","Lactose","L-Rhamnose",NA,1.94224624624625,NA
"Drink.Juice","Lactose","D-Xylose",NA,3.5837027027027,NA
"Drink.Juice","Lactose","L-Arabinose",NA,2.6025025025025,NA
"Drink.Juice","Lactose","D-Arabinose",NA,2.39947047047047,NA
"Drink.Juice","Lactose","D-Ribose",NA,2.95151051051051,NA
"Drink.Juice","Lactose","Methanol",NA,1.16253753753754,NA
"Drink.Juice","Lactose","Ethanol",NA,2.8217967967968,NA
"Drink.Juice","Lactose","Glycerol",NA,2.5378968968969,NA
"Drink.Juice","Lactose","Erythritol",NA,2.43043043043043,NA
"Drink.Juice","Lactose","Ribitol",NA,3.56601001001001,NA
"Drink.Juice","Lactose","Galactitol",NA,1.26886886886887,NA
"Drink.Juice","Lactose","D-Mannitol",NA,3.05042542542543,NA
"Drink.Juice","Lactose","D-Glucitol",NA,3.02578478478478,NA
"Drink.Juice","Lactose","myo-Inositol",NA,1.09105005005005,NA
"Drink.Juice","Lactose","DL-Lactate",NA,4.0995035035035,NA
"Drink.Juice","Lactose","Succinate",NA,3.228003003003,NA
"Drink.Juice","Lactose","Citrate",NA,4.11949449449449,NA
"Drink.Juice","Lactose","D-Gluconate",NA,4.1029019019019,NA
"Drink.Juice","Lactose","D-Glucosamine",NA,3.31742842842843,NA
"Drink.Juice","Lactose","Nitrate",NA,2.6576966966967,NA
"Drink.Juice","Lactose","Vitamin-free",NA,2.32095195195195,NA
"Drink.Juice","Lactose","2-Keto-D-gluconate",NA,4.43026126126126,NA
"Drink.Juice","Lactose","Starch formation",NA,1.90628128128128,NA
"Drink.Juice","Lactose","Growth at 19°C",NA,1.29285685685686,NA
"Drink.Juice","Lactose","Growth at 25°C",NA,1.18502102102102,NA
"Drink.Juice","Lactose","Growth at 30°C",NA,2.70267767767768,NA
"Drink.Juice","Lactose","Growth at 37°C",NA,5.15783683683684,NA
"Drink.Juice","Trehalose","Maltose",NA,2.01221621621622,NA
"Drink.Juice","Trehalose","Melezitose",NA,1.307003003003,NA
"Drink.Juice","Trehalose","Methyl-?-D-glucoside",NA,1.23658758758759,NA
"Drink.Juice","Trehalose","Soluble Starch",NA,0.743239239239239,NA
"Drink.Juice","Trehalose","Cellobiose",NA,2.4012002002002,NA
"Drink.Juice","Trehalose","Salicin",NA,2.62102102102102,NA
"Drink.Juice","Trehalose","L-Sorbose",NA,2.17112712712713,NA
"Drink.Juice","Trehalose","L-Rhamnose",NA,0.558474474474475,NA
"Drink.Juice","Trehalose","D-Xylose",NA,1.91692092092092,NA
"Drink.Juice","Trehalose","L-Arabinose",NA,0.807606606606607,NA
"Drink.Juice","Trehalose","D-Arabinose",NA,0.825600600600601,NA
"Drink.Juice","Trehalose","D-Ribose",NA,1.28175275275275,NA
"Drink.Juice","Trehalose","Methanol",NA,0.270286286286286,NA
"Drink.Juice","Trehalose","Ethanol",NA,2.86641741741742,NA
"Drink.Juice","Trehalose","Glycerol",NA,2.94371871871872,NA
"Drink.Juice","Trehalose","Erythritol",NA,0.732683683683684,NA
"Drink.Juice","Trehalose","Ribitol",NA,1.94518418418418,NA
"Drink.Juice","Trehalose","Galactitol",NA,0.313688688688689,NA
"Drink.Juice","Trehalose","D-Mannitol",NA,2.62998098098098,NA
"Drink.Juice","Trehalose","D-Glucitol",NA,2.67515115115115,NA
"Drink.Juice","Trehalose","myo-Inositol",NA,0.247747747747748,NA
"Drink.Juice","Trehalose","DL-Lactate",NA,2.077996996997,NA
"Drink.Juice","Trehalose","Succinate",NA,2.6699009009009,NA
"Drink.Juice","Trehalose","Citrate",NA,2.15152752752753,NA
"Drink.Juice","Trehalose","D-Gluconate",NA,2.63570670670671,NA
"Drink.Juice","Trehalose","D-Glucosamine",NA,1.37617217217217,NA
"Drink.Juice","Trehalose","Nitrate",NA,1.0441001001001,NA
"Drink.Juice","Trehalose","Vitamin-free",NA,0.761152152152152,NA
"Drink.Juice","Trehalose","2-Keto-D-gluconate",NA,2.44043643643644,NA
"Drink.Juice","Trehalose","Starch formation",NA,0.830309309309309,NA
"Drink.Juice","Trehalose","Growth at 19°C",NA,2.55034934934935,NA
"Drink.Juice","Trehalose","Growth at 25°C",NA,2.62824424424424,NA
"Drink.Juice","Trehalose","Growth at 30°C",NA,3.17925825825826,NA
"Drink.Juice","Trehalose","Growth at 37°C",NA,2.98067667667668,NA
"Drink.Juice","Maltose","Melezitose",NA,1.89379379379379,NA
"Drink.Juice","Maltose","Methyl-?-D-glucoside",NA,1.81350950950951,NA
"Drink.Juice","Maltose","Soluble Starch",NA,1.01268368368368,NA
"Drink.Juice","Maltose","Cellobiose",NA,3.24048448448448,NA
"Drink.Juice","Maltose","Salicin",NA,3.40730730730731,NA
"Drink.Juice","Maltose","L-Sorbose",NA,2.81396496496496,NA
"Drink.Juice","Maltose","L-Rhamnose",NA,0.762793793793794,NA
"Drink.Juice","Maltose","D-Xylose",NA,2.69973873873874,NA
"Drink.Juice","Maltose","L-Arabinose",NA,1.1045035035035,NA
"Drink.Juice","Maltose","D-Arabinose",NA,1.1042042042042,NA
"Drink.Juice","Maltose","D-Ribose",NA,1.73132232232232,NA
"Drink.Juice","Maltose","Methanol",NA,0.407223223223223,NA
"Drink.Juice","Maltose","Ethanol",NA,3.18908908908909,NA
"Drink.Juice","Maltose","Glycerol",NA,3.40476376376376,NA
"Drink.Juice","Maltose","Erythritol",NA,1.12981381381381,NA
"Drink.Juice","Maltose","Ribitol",NA,2.63525925925926,NA
"Drink.Juice","Maltose","Galactitol",NA,0.486045045045045,NA
"Drink.Juice","Maltose","D-Mannitol",NA,3.04441941941942,NA
"Drink.Juice","Maltose","D-Glucitol",NA,3.13475075075075,NA
"Drink.Juice","Maltose","myo-Inositol",NA,0.392591591591592,NA
"Drink.Juice","Maltose","DL-Lactate",NA,2.83282382382382,NA
"Drink.Juice","Maltose","Succinate",NA,3.28383983983984,NA
"Drink.Juice","Maltose","Citrate",NA,2.91768168168168,NA
"Drink.Juice","Maltose","D-Gluconate",NA,3.35927027027027,NA
"Drink.Juice","Maltose","D-Glucosamine",NA,1.81108208208208,NA
"Drink.Juice","Maltose","Nitrate",NA,1.3964004004004,NA
"Drink.Juice","Maltose","Vitamin-free",NA,0.939515515515515,NA
"Drink.Juice","Maltose","2-Keto-D-gluconate",NA,3.13332432432432,NA
"Drink.Juice","Maltose","Starch formation",NA,0.847247247247247,NA
"Drink.Juice","Maltose","Growth at 19°C",NA,3.10708208208208,NA
"Drink.Juice","Maltose","Growth at 25°C",NA,3.09756156156156,NA
"Drink.Juice","Maltose","Growth at 30°C",NA,3.67312912912913,NA
"Drink.Juice","Maltose","Growth at 37°C",NA,3.38005905905906,NA
"Drink.Juice","Melezitose","Methyl-?-D-glucoside",NA,2.39362462462462,NA
"Drink.Juice","Melezitose","Soluble Starch",NA,1.46702602602603,NA
"Drink.Juice","Melezitose","Cellobiose",NA,3.94091591591592,NA
"Drink.Juice","Melezitose","Salicin",NA,3.67645145145145,NA
"Drink.Juice","Melezitose","L-Sorbose",NA,3.36142542542543,NA
"Drink.Juice","Melezitose","L-Rhamnose",NA,1.09568668668669,NA
"Drink.Juice","Melezitose","D-Xylose",NA,3.28233833833834,NA
"Drink.Juice","Melezitose","L-Arabinose",NA,1.43908308308308,NA
"Drink.Juice","Melezitose","D-Arabinose",NA,1.47455855855856,NA
"Drink.Juice","Melezitose","D-Ribose",NA,2.11148748748749,NA
"Drink.Juice","Melezitose","Methanol",NA,0.535091091091091,NA
"Drink.Juice","Melezitose","Ethanol",NA,3.51657257257257,NA
"Drink.Juice","Melezitose","Glycerol",NA,3.48482882882883,NA
"Drink.Juice","Melezitose","Erythritol",NA,1.5477037037037,NA
"Drink.Juice","Melezitose","Ribitol",NA,3.03074174174174,NA
"Drink.Juice","Melezitose","Galactitol",NA,0.580976976976977,NA
"Drink.Juice","Melezitose","D-Mannitol",NA,3.34877277277277,NA
"Drink.Juice","Melezitose","D-Glucitol",NA,3.46565665665666,NA
"Drink.Juice","Melezitose","myo-Inositol",NA,0.506825825825826,NA
"Drink.Juice","Melezitose","DL-Lactate",NA,3.3595955955956,NA
"Drink.Juice","Melezitose","Succinate",NA,3.45865765765766,NA
"Drink.Juice","Melezitose","Citrate",NA,2.98488488488489,NA
"Drink.Juice","Melezitose","D-Gluconate",NA,3.85058658658659,NA
"Drink.Juice","Melezitose","D-Glucosamine",NA,2.14534134134134,NA
"Drink.Juice","Melezitose","Nitrate",NA,1.56188088088088,NA
"Drink.Juice","Melezitose","Vitamin-free",NA,1.33056956956957,NA
"Drink.Juice","Melezitose","2-Keto-D-gluconate",NA,3.63835735735736,NA
"Drink.Juice","Melezitose","Starch formation",NA,1.02822722722723,NA
"Drink.Juice","Melezitose","Growth at 19°C",NA,2.70950850850851,NA
"Drink.Juice","Melezitose","Growth at 25°C",NA,2.69617517517518,NA
"Drink.Juice","Melezitose","Growth at 30°C",NA,3.58962862862863,NA
"Drink.Juice","Melezitose","Growth at 37°C",NA,4.12802802802803,NA
"Drink.Juice","Methyl-?-D-glucoside","Soluble Starch",NA,1.44265865865866,NA
"Drink.Juice","Methyl-?-D-glucoside","Cellobiose",NA,3.71121121121121,NA
"Drink.Juice","Methyl-?-D-glucoside","Salicin",NA,4.03148748748749,NA
"Drink.Juice","Methyl-?-D-glucoside","L-Sorbose",NA,3.38416816816817,NA
"Drink.Juice","Methyl-?-D-glucoside","L-Rhamnose",NA,1.17667667667668,NA
"Drink.Juice","Methyl-?-D-glucoside","D-Xylose",NA,3.44071671671672,NA
"Drink.Juice","Methyl-?-D-glucoside","L-Arabinose",NA,1.59314414414414,NA
"Drink.Juice","Methyl-?-D-glucoside","D-Arabinose",NA,1.54064064064064,NA
"Drink.Juice","Methyl-?-D-glucoside","D-Ribose",NA,2.06406006006006,NA
"Drink.Juice","Methyl-?-D-glucoside","Methanol",NA,0.565916916916917,NA
"Drink.Juice","Methyl-?-D-glucoside","Ethanol",NA,3.7534974974975,NA
"Drink.Juice","Methyl-?-D-glucoside","Glycerol",NA,3.71356956956957,NA
"Drink.Juice","Methyl-?-D-glucoside","Erythritol",NA,1.53751251251251,NA
"Drink.Juice","Methyl-?-D-glucoside","Ribitol",NA,3.05021421421421,NA
"Drink.Juice","Methyl-?-D-glucoside","Galactitol",NA,0.741905905905906,NA
"Drink.Juice","Methyl-?-D-glucoside","D-Mannitol",NA,3.64642142142142,NA
"Drink.Juice","Methyl-?-D-glucoside","D-Glucitol",NA,3.64674674674675,NA
"Drink.Juice","Methyl-?-D-glucoside","myo-Inositol",NA,0.462437437437437,NA
"Drink.Juice","Methyl-?-D-glucoside","DL-Lactate",NA,3.64833233233233,NA
"Drink.Juice","Methyl-?-D-glucoside","Succinate",NA,3.86238138138138,NA
"Drink.Juice","Methyl-?-D-glucoside","Citrate",NA,3.40583683683684,NA
"Drink.Juice","Methyl-?-D-glucoside","D-Gluconate",NA,4.14837937937938,NA
"Drink.Juice","Methyl-?-D-glucoside","D-Glucosamine",NA,2.2936046046046,NA
"Drink.Juice","Methyl-?-D-glucoside","Nitrate",NA,1.60416016016016,NA
"Drink.Juice","Methyl-?-D-glucoside","Vitamin-free",NA,1.31408908908909,NA
"Drink.Juice","Methyl-?-D-glucoside","2-Keto-D-gluconate",NA,3.72944044044044,NA
"Drink.Juice","Methyl-?-D-glucoside","Starch formation",NA,1.12025625625626,NA
"Drink.Juice","Methyl-?-D-glucoside","Growth at 19°C",NA,2.85269169169169,NA
"Drink.Juice","Methyl-?-D-glucoside","Growth at 25°C",NA,2.88204104104104,NA
"Drink.Juice","Methyl-?-D-glucoside","Growth at 30°C",NA,3.65336436436436,NA
"Drink.Juice","Methyl-?-D-glucoside","Growth at 37°C",NA,4.29612712712713,NA
"Drink.Juice","Soluble Starch","Cellobiose",NA,4.82628228228228,NA
"Drink.Juice","Soluble Starch","Salicin",NA,4.68335435435435,NA
"Drink.Juice","Soluble Starch","L-Sorbose",NA,3.97995495495495,NA
"Drink.Juice","Soluble Starch","L-Rhamnose",NA,1.85165065065065,NA
"Drink.Juice","Soluble Starch","D-Xylose",NA,3.8534044044044,NA
"Drink.Juice","Soluble Starch","L-Arabinose",NA,2.2807997997998,NA
"Drink.Juice","Soluble Starch","D-Arabinose",NA,2.40458058058058,NA
"Drink.Juice","Soluble Starch","D-Ribose",NA,3.19382482482482,NA
"Drink.Juice","Soluble Starch","Methanol",NA,0.925236236236236,NA
"Drink.Juice","Soluble Starch","Ethanol",NA,3.68855255255255,NA
"Drink.Juice","Soluble Starch","Glycerol",NA,3.48245745745746,NA
"Drink.Juice","Soluble Starch","Erythritol",NA,2.14269369369369,NA
"Drink.Juice","Soluble Starch","Ribitol",NA,3.80633033033033,NA
"Drink.Juice","Soluble Starch","Galactitol",NA,1.11102702702703,NA
"Drink.Juice","Soluble Starch","D-Mannitol",NA,3.99637137137137,NA
"Drink.Juice","Soluble Starch","D-Glucitol",NA,3.8996986986987,NA
"Drink.Juice","Soluble Starch","myo-Inositol",NA,0.890746746746747,NA
"Drink.Juice","Soluble Starch","DL-Lactate",NA,4.27767667667668,NA
"Drink.Juice","Soluble Starch","Succinate",NA,4.14365465465465,NA
"Drink.Juice","Soluble Starch","Citrate",NA,4.07411811811812,NA
"Drink.Juice","Soluble Starch","D-Gluconate",NA,4.52083183183183,NA
"Drink.Juice","Soluble Starch","D-Glucosamine",NA,2.95603503503503,NA
"Drink.Juice","Soluble Starch","Nitrate",NA,2.42798698698699,NA
"Drink.Juice","Soluble Starch","Vitamin-free",NA,1.95579179179179,NA
"Drink.Juice","Soluble Starch","2-Keto-D-gluconate",NA,4.68255355355355,NA
"Drink.Juice","Soluble Starch","Starch formation",NA,1.5855045045045,NA
"Drink.Juice","Soluble Starch","Growth at 19°C",NA,2.49096196196196,NA
"Drink.Juice","Soluble Starch","Growth at 25°C",NA,2.51631531531532,NA
"Drink.Juice","Soluble Starch","Growth at 30°C",NA,3.81134734734735,NA
"Drink.Juice","Soluble Starch","Growth at 37°C",NA,4.9001961961962,NA
"Drink.Juice","Cellobiose","Salicin",NA,3.66044444444444,NA
"Drink.Juice","Cellobiose","L-Sorbose",NA,3.1371011011011,NA
"Drink.Juice","Cellobiose","L-Rhamnose",NA,0.97109009009009,NA
"Drink.Juice","Cellobiose","D-Xylose",NA,2.78541641641642,NA
"Drink.Juice","Cellobiose","L-Arabinose",NA,1.36814314314314,NA
"Drink.Juice","Cellobiose","D-Arabinose",NA,1.20898398398398,NA
"Drink.Juice","Cellobiose","D-Ribose",NA,1.91368868868869,NA
"Drink.Juice","Cellobiose","Methanol",NA,0.632856856856857,NA
"Drink.Juice","Cellobiose","Ethanol",NA,3.53997097097097,NA
"Drink.Juice","Cellobiose","Glycerol",NA,3.6057967967968,NA
"Drink.Juice","Cellobiose","Erythritol",NA,1.37337337337337,NA
"Drink.Juice","Cellobiose","Ribitol",NA,2.85671271271271,NA
"Drink.Juice","Cellobiose","Galactitol",NA,0.501205205205205,NA
"Drink.Juice","Cellobiose","D-Mannitol",NA,3.39667267267267,NA
"Drink.Juice","Cellobiose","D-Glucitol",NA,3.51019419419419,NA
"Drink.Juice","Cellobiose","myo-Inositol",NA,0.411947947947948,NA
"Drink.Juice","Cellobiose","DL-Lactate",NA,3.18726326326326,NA
"Drink.Juice","Cellobiose","Succinate",NA,3.34637037037037,NA
"Drink.Juice","Cellobiose","Citrate",NA,2.92240640640641,NA
"Drink.Juice","Cellobiose","D-Gluconate",NA,3.66952552552553,NA
"Drink.Juice","Cellobiose","D-Glucosamine",NA,1.98699099099099,NA
"Drink.Juice","Cellobiose","Nitrate",NA,1.38038438438438,NA
"Drink.Juice","Cellobiose","Vitamin-free",NA,1.43383383383383,NA
"Drink.Juice","Cellobiose","2-Keto-D-gluconate",NA,3.18734634634635,NA
"Drink.Juice","Cellobiose","Starch formation",NA,0.93003003003003,NA
"Drink.Juice","Cellobiose","Growth at 19°C",NA,4.17207607607608,NA
"Drink.Juice","Cellobiose","Growth at 25°C",NA,4.09249249249249,NA
"Drink.Juice","Cellobiose","Growth at 30°C",NA,4.5238988988989,NA
"Drink.Juice","Cellobiose","Growth at 37°C",NA,3.92215315315315,NA
"Drink.Juice","Salicin","L-Sorbose",NA,3.181997997998,NA
"Drink.Juice","Salicin","L-Rhamnose",NA,1.05381781781782,NA
"Drink.Juice","Salicin","D-Xylose",NA,2.82474074074074,NA
"Drink.Juice","Salicin","L-Arabinose",NA,1.25068968968969,NA
"Drink.Juice","Salicin","D-Arabinose",NA,1.15987587587588,NA
"Drink.Juice","Salicin","D-Ribose",NA,1.69742142142142,NA
"Drink.Juice","Salicin","Methanol",NA,0.642642642642643,NA
"Drink.Juice","Salicin","Ethanol",NA,3.30387987987988,NA
"Drink.Juice","Salicin","Glycerol",NA,3.31441841841842,NA
"Drink.Juice","Salicin","Erythritol",NA,1.33543143143143,NA
"Drink.Juice","Salicin","Ribitol",NA,2.89464564564565,NA
"Drink.Juice","Salicin","Galactitol",NA,0.490465465465465,NA
"Drink.Juice","Salicin","D-Mannitol",NA,3.25122622622623,NA
"Drink.Juice","Salicin","D-Glucitol",NA,3.27224824824825,NA
"Drink.Juice","Salicin","myo-Inositol",NA,0.404123123123123,NA
"Drink.Juice","Salicin","DL-Lactate",NA,3.32842842842843,NA
"Drink.Juice","Salicin","Succinate",NA,3.34838438438438,NA
"Drink.Juice","Salicin","Citrate",NA,2.94069169169169,NA
"Drink.Juice","Salicin","D-Gluconate",NA,3.29306806806807,NA
"Drink.Juice","Salicin","D-Glucosamine",NA,2.04235335335335,NA
"Drink.Juice","Salicin","Nitrate",NA,1.2606996996997,NA
"Drink.Juice","Salicin","Vitamin-free",NA,1.40208108108108,NA
"Drink.Juice","Salicin","2-Keto-D-gluconate",NA,3.20092492492492,NA
"Drink.Juice","Salicin","Starch formation",NA,0.921352352352352,NA
"Drink.Juice","Salicin","Growth at 19°C",NA,3.78685785785786,NA
"Drink.Juice","Salicin","Growth at 25°C",NA,3.79303203203203,NA
"Drink.Juice","Salicin","Growth at 30°C",NA,4.16083183183183,NA
"Drink.Juice","Salicin","Growth at 37°C",NA,3.87097097097097,NA
"Drink.Juice","L-Sorbose","L-Rhamnose",NA,1.10281381381381,NA
"Drink.Juice","L-Sorbose","D-Xylose",NA,3.08641041041041,NA
"Drink.Juice","L-Sorbose","L-Arabinose",NA,1.43604004004004,NA
"Drink.Juice","L-Sorbose","D-Arabinose",NA,1.48992092092092,NA
"Drink.Juice","L-Sorbose","D-Ribose",NA,2.09242842842843,NA
"Drink.Juice","L-Sorbose","Methanol",NA,0.526762762762763,NA
"Drink.Juice","L-Sorbose","Ethanol",NA,4.07850950950951,NA
"Drink.Juice","L-Sorbose","Glycerol",NA,4.11605205205205,NA
"Drink.Juice","L-Sorbose","Erythritol",NA,1.66564064064064,NA
"Drink.Juice","L-Sorbose","Ribitol",NA,3.29543943943944,NA
"Drink.Juice","L-Sorbose","Galactitol",NA,0.703803803803804,NA
"Drink.Juice","L-Sorbose","D-Mannitol",NA,4.20322722722723,NA
"Drink.Juice","L-Sorbose","D-Glucitol",NA,4.05701301301301,NA
"Drink.Juice","L-Sorbose","myo-Inositol",NA,0.658622622622623,NA
"Drink.Juice","L-Sorbose","DL-Lactate",NA,3.21258858858859,NA
"Drink.Juice","L-Sorbose","Succinate",NA,4.34097697697698,NA
"Drink.Juice","L-Sorbose","Citrate",NA,3.4416006006006,NA
"Drink.Juice","L-Sorbose","D-Gluconate",NA,4.04684284284284,NA
"Drink.Juice","L-Sorbose","D-Glucosamine",NA,2.34104504504504,NA
"Drink.Juice","L-Sorbose","Nitrate",NA,1.50127627627628,NA
"Drink.Juice","L-Sorbose","Vitamin-free",NA,1.21121121121121,NA
"Drink.Juice","L-Sorbose","2-Keto-D-gluconate",NA,3.5556996996997,NA
"Drink.Juice","L-Sorbose","Starch formation",NA,1.06718618618619,NA
"Drink.Juice","L-Sorbose","Growth at 19°C",NA,3.63124724724725,NA
"Drink.Juice","L-Sorbose","Growth at 25°C",NA,3.62745145145145,NA
"Drink.Juice","L-Sorbose","Growth at 30°C",NA,4.3934974974975,NA
"Drink.Juice","L-Sorbose","Growth at 37°C",NA,4.32434034034034,NA
"Drink.Juice","L-Rhamnose","D-Xylose",NA,4.27746146146146,NA
"Drink.Juice","L-Rhamnose","L-Arabinose",NA,2.61764164164164,NA
"Drink.Juice","L-Rhamnose","D-Arabinose",NA,2.72336236236236,NA
"Drink.Juice","L-Rhamnose","D-Ribose",NA,3.25172772772773,NA
"Drink.Juice","L-Rhamnose","Methanol",NA,0.975375375375375,NA
"Drink.Juice","L-Rhamnose","Ethanol",NA,3.48852752752753,NA
