"Isolation","Trait_A","Trait_B","Observed_NP","Percent_NP","Mean_NP","SD_NP","Var_NP","Difference","Color"
"Nematode","Maltose","myo-Inositol",0,0.959,0.042,0.205616823918371,0.0422782782782783,-0.042,3
"Nematode","Maltose","Nitrate",0,0.913,0.089,0.291828998155023,0.0851641641641642,-0.089,3
"Nematode","Maltose","Ribitol",0,0.723,0.304,0.521397982213065,0.271855855855856,-0.304,3
"Nematode","Maltose","Salicin",0,0.656,0.41,0.631108784836892,0.398298298298298,-0.41,3
"Nematode","Maltose_F","Cellobiose",0,0.633,0.428,0.610892125656559,0.373189189189189,-0.428,3
"Nematode","Maltose_F","Citrate",0,0.662,0.386,0.580810934247403,0.337341341341341,-0.386,3
"Nematode","Maltose_F","D-Arabinose",0,0.843,0.173,0.421008608282833,0.177248248248248,-0.173,3
"Nematode","Maltose_F","D-Gluconate",0,0.694,0.365,0.603439424581407,0.364139139139139,-0.365,3
"Nematode","Maltose_F","D-Glucosamine",0,0.806,0.209,0.444428303010189,0.197516516516517,-0.209,3
"Nematode","Maltose_F","D-Ribose",0,0.789,0.23,0.464020813450556,0.215315315315315,-0.23,3
"Nematode","Maltose_F","Erythritol",0,0.869,0.135,0.353411799321839,0.1248998998999,-0.135,3
"Nematode","Maltose_F","Galactitol",0,0.958,0.043,0.207832129840875,0.0431941941941942,-0.043,3
"Nematode","Maltose_F","Galactose",0,0.628,0.443,0.63336573332645,0.401152152152152,-0.443,3
"Nematode","Maltose_F","Glucose",5,1,4.907,0.297387692145185,0.0884394394394394,0.093,1
"Nematode","Maltose_F","Inulin",0,0.928,0.072,0.258617251711642,0.0668828828828829,-0.072,3
"Nematode","Maltose_F","L-Arabinose",0,0.843,0.169,0.405713696593551,0.164603603603604,-0.169,3
"Nematode","Maltose_F","L-Rhamnose",0,0.897,0.106,0.3175922934595,0.100864864864865,-0.106,3
"Nematode","Maltose_F","Lactose",0,0.946,0.055,0.23244145290595,0.054029029029029,-0.055,3
"Nematode","Maltose_F","Lactose_F",0,0.978,0.022,0.146756729104793,0.0215375375375375,-0.022,3
"Nematode","Maltose_F","Maltose",0,0.704,0.35,0.586381994815533,0.343843843843844,-0.35,3
"Nematode","Maltose_F","Melezitose",0,0.792,0.228,0.467155471159478,0.218234234234234,-0.228,3
"Nematode","Maltose_F","Melibiose",0,0.944,0.057,0.236234643536478,0.0558068068068068,-0.057,3
"Nematode","Maltose_F","Methanol",0,0.951,0.05,0.222597281091997,0.0495495495495495,-0.05,3
"Nematode","Maltose_F","Methyl-?-D-glucoside",0,0.78,0.243,0.481853902322253,0.232183183183183,-0.243,3
"Nematode","Maltose_F","myo-Inositol",0,0.958,0.043,0.207832129840875,0.0431941941941942,-0.043,3
"Nematode","Maltose_F","Nitrate",0,0.907,0.096,0.304757078468863,0.0928768768768769,-0.096,3
"Nematode","Maltose_F","Raffinose",0,0.843,0.172,0.422604536883591,0.178594594594595,-0.172,3
"Nematode","Maltose_F","Raffinose_F",0,0.919,0.088,0.307165021365308,0.0943503503503503,-0.088,3
"Nematode","Maltose_F","Ribitol",0,0.714,0.324,0.554374721042844,0.307331331331331,-0.324,3
"Nematode","Maltose_F","Salicin",0,0.636,0.437,0.646876687978048,0.418449449449449,-0.437,3
"Nematode","Maltose_F","Trehalose_F",0,0.829,0.189,0.437573388668084,0.19147047047047,-0.189,3
"Nematode","Melezitose","Cellobiose",0,0.635,0.423,0.608639007492488,0.370441441441441,-0.423,3
"Nematode","Melezitose","Citrate",0,0.673,0.373,0.574631361136165,0.330201201201201,-0.373,3
"Nematode","Melezitose","D-Arabinose",0,0.846,0.168,0.412245007181343,0.169945945945946,-0.168,3
"Nematode","Melezitose","D-Gluconate",0,0.696,0.356,0.587885711350097,0.34560960960961,-0.356,3
"Nematode","Melezitose","D-Glucosamine",0,0.809,0.206,0.442447465536599,0.19575975975976,-0.206,3
"Nematode","Melezitose","D-Ribose",0,0.793,0.225,0.458896050958804,0.210585585585586,-0.225,3
"Nematode","Melezitose","Erythritol",0,0.87,0.134,0.35237503908218,0.124168168168168,-0.134,3
"Nematode","Melezitose","Galactitol",0,0.956,0.045,0.212179216748531,0.04502002002002,-0.045,3
"Nematode","Melezitose","L-Arabinose",0,0.846,0.166,0.403245094956661,0.162606606606607,-0.166,3
"Nematode","Melezitose","L-Rhamnose",0,0.9,0.102,0.309340737200408,0.0956916916916917,-0.102,3
"Nematode","Melezitose","Methanol",0,0.951,0.049,0.215976030257169,0.0466456456456456,-0.049,3
"Nematode","Melezitose","Methyl-?-D-glucoside",0,0.782,0.241,0.480780771402258,0.23115015015015,-0.241,3
"Nematode","Melezitose","myo-Inositol",0,0.959,0.042,0.205616823918371,0.0422782782782783,-0.042,3
"Nematode","Melezitose","Nitrate",0,0.906,0.097,0.306079539800825,0.0936846846846847,-0.097,3
"Nematode","Melezitose","Ribitol",0,0.723,0.316,0.553579669469942,0.30645045045045,-0.316,3
"Nematode","Melezitose","Salicin",0,0.637,0.431,0.638472118926619,0.407646646646647,-0.431,3
"Nematode","Melibiose","Cellobiose",0,0.627,0.434,0.614834955107484,0.378022022022022,-0.434,3
"Nematode","Melibiose","Citrate",0,0.664,0.386,0.584247674659767,0.341345345345345,-0.386,3
"Nematode","Melibiose","D-Arabinose",0,0.843,0.173,0.421008608282833,0.177248248248248,-0.173,3
"Nematode","Melibiose","D-Gluconate",0,0.689,0.371,0.606404754868171,0.367726726726727,-0.371,3
"Nematode","Melibiose","D-Glucosamine",0,0.803,0.212,0.446380168976239,0.199255255255255,-0.212,3
"Nematode","Melibiose","D-Ribose",0,0.791,0.228,0.46285011637703,0.21423023023023,-0.228,3
"Nematode","Melibiose","Erythritol",0,0.866,0.138,0.356487142942187,0.127083083083083,-0.138,3
"Nematode","Melibiose","Galactitol",0,0.958,0.043,0.207832129840875,0.0431941941941942,-0.043,3
"Nematode","Melibiose","Galactose",0,0.628,0.442,0.631692199599643,0.399035035035035,-0.442,3
"Nematode","Melibiose","L-Arabinose",0,0.839,0.174,0.412181869923816,0.169893893893894,-0.174,3
"Nematode","Melibiose","L-Rhamnose",0,0.898,0.105,0.316346447862269,0.100075075075075,-0.105,3
"Nematode","Melibiose","Lactose",0,0.948,0.052,0.222138122224316,0.0493453453453453,-0.052,3
"Nematode","Melibiose","Maltose",0,0.699,0.355,0.587639617725286,0.34532032032032,-0.355,3
"Nematode","Melibiose","Melezitose",0,0.789,0.231,0.468891094881166,0.219858858858859,-0.231,3
"Nematode","Melibiose","Methanol",0,0.95,0.051,0.224609548883055,0.0504494494494495,-0.051,3
"Nematode","Melibiose","Methyl-?-D-glucoside",0,0.775,0.249,0.487069026151567,0.237236236236236,-0.249,3
"Nematode","Melibiose","myo-Inositol",0,0.958,0.043,0.207832129840875,0.0431941941941942,-0.043,3
"Nematode","Melibiose","Nitrate",0,0.907,0.096,0.304757078468863,0.0928768768768769,-0.096,3
"Nematode","Melibiose","Ribitol",0,0.708,0.33,0.55444333110554,0.307407407407407,-0.33,3
"Nematode","Melibiose","Salicin",0,0.631,0.442,0.647344618464582,0.419055055055055,-0.442,3
"Nematode","Methanol","Citrate",0,0.661,0.386,0.57908491548247,0.335339339339339,-0.386,3
"Nematode","Methanol","D-Gluconate",0,0.69,0.37,0.606190949674661,0.367467467467467,-0.37,3
"Nematode","Methanol","D-Glucosamine",0,0.805,0.21,0.445082125116363,0.198098098098098,-0.21,3
"Nematode","Methanol","Erythritol",0,0.866,0.138,0.356487142942187,0.127083083083083,-0.138,3
"Nematode","Methanol","Galactitol",0,0.958,0.043,0.207832129840875,0.0431941941941942,-0.043,3
"Nematode","Methanol","myo-Inositol",0,0.957,0.044,0.210019304132044,0.0441081081081081,-0.044,3
"Nematode","Methanol","Nitrate",0,0.905,0.098,0.307393055371279,0.0944904904904905,-0.098,3
"Nematode","Methanol","Ribitol",0,0.705,0.334,0.559246597447635,0.312756756756757,-0.334,3
"Nematode","Methyl-?-D-glucoside","Cellobiose",0,0.64,0.416,0.601086770196538,0.361305305305305,-0.416,3
"Nematode","Methyl-?-D-glucoside","Citrate",0,0.674,0.371,0.57243924279061,0.327686686686687,-0.371,3
"Nematode","Methyl-?-D-glucoside","D-Arabinose",0,0.849,0.166,0.413055219812817,0.170614614614615,-0.166,3
"Nematode","Methyl-?-D-glucoside","D-Gluconate",0,0.701,0.353,0.590541903457951,0.34873973973974,-0.353,3
"Nematode","Methyl-?-D-glucoside","D-Glucosamine",0,0.805,0.209,0.442170232506118,0.195514514514515,-0.209,3
"Nematode","Methyl-?-D-glucoside","D-Ribose",0,0.798,0.218,0.450198488090174,0.202678678678679,-0.218,3
"Nematode","Methyl-?-D-glucoside","Erythritol",0,0.871,0.132,0.347414301226499,0.120696696696697,-0.132,3
"Nematode","Methyl-?-D-glucoside","Galactitol",0,0.958,0.043,0.207832129840875,0.0431941941941942,-0.043,3
"Nematode","Methyl-?-D-glucoside","L-Arabinose",0,0.844,0.167,0.401587191369785,0.161272272272272,-0.167,3
"Nematode","Methyl-?-D-glucoside","L-Rhamnose",0,0.903,0.099,0.305437869774349,0.0932922922922923,-0.099,3
"Nematode","Methyl-?-D-glucoside","Methanol",0,0.952,0.049,0.220562117435537,0.0486476476476476,-0.049,3
"Nematode","Methyl-?-D-glucoside","myo-Inositol",0,0.959,0.042,0.205616823918371,0.0422782782782783,-0.042,3
"Nematode","Methyl-?-D-glucoside","Nitrate",0,0.907,0.096,0.304757078468863,0.0928768768768769,-0.096,3
"Nematode","Methyl-?-D-glucoside","Ribitol",0,0.715,0.321,0.549782921943981,0.302261261261261,-0.321,3
"Nematode","Methyl-?-D-glucoside","Salicin",0,0.645,0.422,0.634285675637026,0.402318318318318,-0.422,3
"Nematode","myo-Inositol","Citrate",0,0.662,0.386,0.580810934247403,0.337341341341341,-0.386,3
"Nematode","myo-Inositol","D-Gluconate",0,0.689,0.371,0.606404754868171,0.367726726726727,-0.371,3
"Nematode","myo-Inositol","D-Glucosamine",0,0.805,0.21,0.445082125116363,0.198098098098098,-0.21,3
"Nematode","myo-Inositol","Nitrate",0,0.906,0.097,0.306079539800825,0.0936846846846847,-0.097,3
"Nematode","Raffinose","Cellobiose",0,0.632,0.428,0.61252852275726,0.375191191191191,-0.428,3
"Nematode","Raffinose","Citrate",0,0.678,0.367,0.5715222109749,0.326637637637638,-0.367,3
"Nematode","Raffinose","D-Arabinose",0,0.847,0.169,0.417867938006272,0.174613613613614,-0.169,3
"Nematode","Raffinose","D-Gluconate",0,0.7,0.354,0.5907901768251,0.349033033033033,-0.354,3
"Nematode","Raffinose","D-Glucosamine",0,0.807,0.208,0.443771261950268,0.196932932932933,-0.208,3
"Nematode","Raffinose","D-Ribose",0,0.798,0.222,0.461442227076076,0.212928928928929,-0.222,3
"Nematode","Raffinose","Erythritol",0,0.869,0.134,0.349522769166997,0.122166166166166,-0.134,3
"Nematode","Raffinose","Galactitol",0,0.958,0.043,0.207832129840875,0.0431941941941942,-0.043,3
"Nematode","Raffinose","Galactose",0,0.633,0.435,0.627828933045594,0.394169169169169,-0.435,3
"Nematode","Raffinose","L-Arabinose",0,0.843,0.168,0.402415131348136,0.161937937937938,-0.168,3
"Nematode","Raffinose","L-Rhamnose",0,0.901,0.101,0.308048525225968,0.0948938938938939,-0.101,3
"Nematode","Raffinose","Lactose",0,0.949,0.052,0.226599530774773,0.0513473473473473,-0.052,3
"Nematode","Raffinose","Maltose",0,0.704,0.349,0.584414699114029,0.341540540540541,-0.349,3
"Nematode","Raffinose","Melezitose",0,0.797,0.223,0.464205220227527,0.215486486486486,-0.223,3
"Nematode","Raffinose","Melibiose",0,0.944,0.057,0.236234643536478,0.0558068068068068,-0.057,3
"Nematode","Raffinose","Methanol",0,0.951,0.05,0.222597281091997,0.0495495495495495,-0.05,3
"Nematode","Raffinose","Methyl-?-D-glucoside",0,0.78,0.244,0.484457117502363,0.234698698698699,-0.244,3
"Nematode","Raffinose","myo-Inositol",0,0.959,0.042,0.205616823918371,0.0422782782782783,-0.042,3
"Nematode","Raffinose","Nitrate",0,0.909,0.094,0.302084847775017,0.0912552552552553,-0.094,3
"Nematode","Raffinose","Ribitol",0,0.715,0.324,0.556177429723046,0.309333333333333,-0.324,3
"Nematode","Raffinose","Salicin",0,0.642,0.426,0.63791138172236,0.406930930930931,-0.426,3
"Nematode","Raffinose_F","Cellobiose",0,0.628,0.433,0.613096148158579,0.375886886886887,-0.433,3
"Nematode","Raffinose_F","Citrate",0,0.664,0.384,0.580414404439518,0.336880880880881,-0.384,3
"Nematode","Raffinose_F","D-Arabinose",0,0.844,0.17,0.413849334022989,0.171271271271271,-0.17,3
"Nematode","Raffinose_F","D-Gluconate",0,0.69,0.37,0.606190949674661,0.367467467467467,-0.37,3
"Nematode","Raffinose_F","D-Glucosamine",0,0.806,0.209,0.444428303010189,0.197516516516517,-0.209,3
"Nematode","Raffinose_F","D-Ribose",0,0.788,0.232,0.467326860339093,0.218394394394394,-0.232,3
"Nematode","Raffinose_F","Erythritol",0,0.868,0.135,0.350567964734227,0.122897897897898,-0.135,3
"Nematode","Raffinose_F","Galactitol",0,0.957,0.044,0.210019304132044,0.0441081081081081,-0.044,3
"Nematode","Raffinose_F","Galactose",0,0.627,0.441,0.628421764354095,0.394913913913914,-0.441,3
"Nematode","Raffinose_F","Glucose",5,1,4.91,0.309832206195541,0.095995995995996,0.0899999999999999,1
"Nematode","Raffinose_F","Inulin",0,0.929,0.071,0.256953351846254,0.066025025025025,-0.071,3
"Nematode","Raffinose_F","L-Arabinose",0,0.841,0.171,0.407338833067662,0.165924924924925,-0.171,3
"Nematode","Raffinose_F","L-Rhamnose",0,0.898,0.105,0.316346447862269,0.100075075075075,-0.105,3
"Nematode","Raffinose_F","Lactose",0,0.946,0.055,0.23244145290595,0.054029029029029,-0.055,3
"Nematode","Raffinose_F","Maltose",0,0.703,0.352,0.588593614000732,0.346442442442442,-0.352,3
"Nematode","Raffinose_F","Melezitose",0,0.796,0.225,0.467539937966366,0.218593593593594,-0.225,3
"Nematode","Raffinose_F","Melibiose",0,0.943,0.058,0.238102273598327,0.0566926926926927,-0.058,3
"Nematode","Raffinose_F","Methanol",0,0.949,0.052,0.226599530774773,0.0513473473473473,-0.052,3
"Nematode","Raffinose_F","Methyl-?-D-glucoside",0,0.777,0.246,0.483443603451031,0.233717717717718,-0.246,3
"Nematode","Raffinose_F","myo-Inositol",0,0.958,0.043,0.207832129840875,0.0431941941941942,-0.043,3
"Nematode","Raffinose_F","Nitrate",0,0.908,0.095,0.303425554406789,0.0920670670670671,-0.095,3
"Nematode","Raffinose_F","Raffinose",0,0.842,0.172,0.417840388893403,0.174590590590591,-0.172,3
"Nematode","Raffinose_F","Ribitol",0,0.711,0.326,0.551387366583628,0.304028028028028,-0.326,3
"Nematode","Raffinose_F","Salicin",0,0.633,0.44,0.645613519697982,0.416816816816817,-0.44,3
"Nematode","Raffinose_F","Trehalose_F",0,0.83,0.188,0.436860214309849,0.190846846846847,-0.188,3
"Nematode","Ribitol","Citrate",0,0.679,0.367,0.573271000173251,0.32863963963964,-0.367,3
"Nematode","Ribitol","D-Gluconate",0,0.698,0.354,0.585685092030715,0.343027027027027,-0.354,3
"Nematode","Ribitol","D-Glucosamine",0,0.812,0.201,0.434497166605017,0.188787787787788,-0.201,3
"Nematode","Ribitol","Galactitol",0,0.957,0.044,0.210019304132044,0.0441081081081081,-0.044,3
"Nematode","Ribitol","myo-Inositol",0,0.958,0.043,0.207832129840875,0.0431941941941942,-0.043,3
"Nematode","Ribitol","Nitrate",0,0.908,0.095,0.303425554406789,0.0920670670670671,-0.095,3
"Nematode","Salicin","Citrate",0,0.686,0.362,0.575575613874743,0.331287287287287,-0.362,3
"Nematode","Salicin","D-Arabinose",0,0.852,0.161,0.404032476717209,0.163242242242242,-0.161,3
"Nematode","Salicin","D-Gluconate",0,0.712,0.344,0.593309376308866,0.352016016016016,-0.344,3
"Nematode","Salicin","D-Glucosamine",0,0.816,0.194,0.420167276855945,0.176540540540541,-0.194,3
"Nematode","Salicin","D-Ribose",0,0.806,0.212,0.450842832103671,0.203259259259259,-0.212,3
"Nematode","Salicin","Erythritol",0,0.874,0.13,0.348168380559208,0.121221221221221,-0.13,3
"Nematode","Salicin","Galactitol",0,0.959,0.042,0.205616823918371,0.0422782782782783,-0.042,3
"Nematode","Salicin","L-Arabinose",0,0.848,0.161,0.391448888403368,0.153232232232232,-0.161,3
"Nematode","Salicin","L-Rhamnose",0,0.908,0.094,0.298752829699157,0.0892532532532533,-0.094,3
"Nematode","Salicin","Methanol",0,0.954,0.047,0.216420511592219,0.0468378378378378,-0.047,3
"Nematode","Salicin","myo-Inositol",0,0.961,0.039,0.193691808077979,0.0375165165165165,-0.039,3
"Nematode","Salicin","Nitrate",0,0.911,0.092,0.29937539248513,0.0896256256256256,-0.092,3
"Nematode","Salicin","Ribitol",0,0.73,0.301,0.527899306381129,0.278677677677678,-0.301,3
"Nematode","Sucrose_F","Cellobiose",0,0.632,0.429,0.614277084332743,0.377336336336336,-0.429,3
"Nematode","Sucrose_F","Citrate",0,0.666,0.382,0.578282293011303,0.33441041041041,-0.382,3
"Nematode","Sucrose_F","D-Arabinose",0,0.849,0.167,0.416274289722875,0.173284284284284,-0.167,3
"Nematode","Sucrose_F","D-Gluconate",0,0.699,0.357,0.594899071191832,0.353904904904905,-0.357,3
"Nematode","Sucrose_F","D-Glucosamine",0,0.809,0.206,0.442447465536599,0.19575975975976,-0.206,3
"Nematode","Sucrose_F","D-Ribose",0,0.79,0.227,0.457909031010179,0.209680680680681,-0.227,3
"Nematode","Sucrose_F","Erythritol",0,0.868,0.136,0.3544427028867,0.12562962962963,-0.136,3
"Nematode","Sucrose_F","Galactitol",0,0.958,0.042,0.200689502157627,0.0402762762762763,-0.042,3
"Nematode","Sucrose_F","Galactose",0,0.63,0.437,0.626437086564504,0.392423423423423,-0.437,3
"Nematode","Sucrose_F","Glucose",5,1,4.856,0.376039100899634,0.141405405405405,0.144,1
"Nematode","Sucrose_F","Inulin",0,0.93,0.07,0.255274685711618,0.0651651651651652,-0.07,3
"Nematode","Sucrose_F","L-Arabinose",0,0.844,0.168,0.40489497396231,0.16393993993994,-0.168,3
"Nematode","Sucrose_F","L-Rhamnose",0,0.899,0.104,0.315092499566847,0.0992832832832833,-0.104,3
"Nematode","Sucrose_F","Lactose",0,0.946,0.055,0.23244145290595,0.054029029029029,-0.055,3
"Nematode","Sucrose_F","Lactose_F",0,0.978,0.022,0.146756729104793,0.0215375375375375,-0.022,3
"Nematode","Sucrose_F","Maltose",0,0.702,0.351,0.584928321370355,0.342141141141141,-0.351,3
"Nematode","Sucrose_F","Maltose_F",0,0.912,0.09,0.293233671303256,0.085985985985986,-0.09,3
"Nematode","Sucrose_F","Melezitose",0,0.796,0.224,0.464801075773325,0.21604004004004,-0.224,3
"Nematode","Sucrose_F","Melibiose",0,0.943,0.058,0.238102273598327,0.0566926926926927,-0.058,3
"Nematode","Sucrose_F","Methanol",0,0.952,0.049,0.220562117435537,0.0486476476476476,-0.049,3
"Nematode","Sucrose_F","Methyl-?-D-glucoside",0,0.777,0.246,0.483443603451031,0.233717717717718,-0.246,3
"Nematode","Sucrose_F","myo-Inositol",0,0.958,0.043,0.207832129840875,0.0431941941941942,-0.043,3
"Nematode","Sucrose_F","Nitrate",0,0.907,0.096,0.304757078468863,0.0928768768768769,-0.096,3
"Nematode","Sucrose_F","Raffinose",0,0.846,0.169,0.420256606867299,0.176615615615616,-0.169,3
"Nematode","Sucrose_F","Raffinose_F",0,0.918,0.089,0.308503118580954,0.0951741741741742,-0.089,3
"Nematode","Sucrose_F","Ribitol",0,0.712,0.326,0.555006335127836,0.308032032032032,-0.326,3
"Nematode","Sucrose_F","Salicin",0,0.635,0.435,0.642018058303026,0.412187187187187,-0.435,3
"Nematode","Sucrose_F","Trehalose_F",0,0.833,0.184,0.431659970729659,0.18633033033033,-0.184,3
"Nematode","Trehalose_F","Cellobiose",0,0.633,0.425,0.608888943688211,0.370745745745746,-0.425,3
"Nematode","Trehalose_F","Citrate",0,0.67,0.376,0.575286845803861,0.330954954954955,-0.376,3
"Nematode","Trehalose_F","D-Arabinose",0,0.845,0.171,0.419445985717988,0.175934934934935,-0.171,3
"Nematode","Trehalose_F","D-Gluconate",0,0.698,0.36,0.600633632725275,0.360760760760761,-0.36,3
"Nematode","Trehalose_F","D-Glucosamine",0,0.808,0.207,0.44311098761749,0.196347347347347,-0.207,3
"Nematode","Trehalose_F","D-Ribose",0,0.793,0.225,0.458896050958804,0.210585585585586,-0.225,3
"Nematode","Trehalose_F","Erythritol",0,0.872,0.132,0.350283740271653,0.122698698698699,-0.132,3
"Nematode","Trehalose_F","Galactitol",0,0.956,0.044,0.205197724417465,0.0421061061061061,-0.044,3
"Nematode","Trehalose_F","Galactose",0,0.636,0.434,0.630905731501975,0.398042042042042,-0.434,3
"Nematode","Trehalose_F","Glucose",5,1,4.81,0.438283118648314,0.192092092092092,0.19,1
"Nematode","Trehalose_F","Inulin",0,0.929,0.071,0.256953351846254,0.066025025025025,-0.071,3
"Nematode","Trehalose_F","L-Arabinose",0,0.848,0.164,0.401578467133467,0.161265265265265,-0.164,3
"Nematode","Trehalose_F","L-Rhamnose",0,0.898,0.105,0.316346447862269,0.100075075075075,-0.105,3
"Nematode","Trehalose_F","Lactose",0,0.947,0.054,0.230514939075838,0.0531371371371371,-0.054,3
"Nematode","Trehalose_F","Maltose",0,0.71,0.341,0.577106621043332,0.333052052052052,-0.341,3
"Nematode","Trehalose_F","Melezitose",0,0.795,0.225,0.465394017571769,0.216591591591592,-0.225,3
"Nematode","Trehalose_F","Melibiose",0,0.946,0.055,0.23244145290595,0.054029029029029,-0.055,3
"Nematode","Trehalose_F","Methanol",0,0.95,0.051,0.224609548883055,0.0504494494494495,-0.051,3
"Nematode","Trehalose_F","Methyl-?-D-glucoside",0,0.782,0.24,0.478151261243373,0.228628628628629,-0.24,3
"Nematode","Trehalose_F","myo-Inositol",0,0.958,0.043,0.207832129840875,0.0431941941941942,-0.043,3
"Nematode","Trehalose_F","Nitrate",0,0.91,0.093,0.300734835763071,0.0904414414414414,-0.093,3
"Nematode","Trehalose_F","Raffinose",0,0.842,0.172,0.420229214349256,0.176592592592593,-0.172,3
"Nematode","Trehalose_F","Ribitol",0,0.714,0.323,0.550430716779118,0.302973973973974,-0.323,3
"Nematode","Trehalose_F","Salicin",0,0.642,0.427,0.630133373237815,0.397068068068068,-0.427,3
"Mushroom.Fungus","Glucose","Growth at 37°C",0,1,0,0,0,0,3
"Soil","Glucose","D-Glucosamine",0,1,0,0,0,0,3
"Insect.Frass","Lactose_F","Glucose",78,0.975,76.868,1.13484089803984,1.28786386386386,1.13200000000001,1
"Unknown","Glucose","L-Rhamnose",0,1,0,0,0,0,3
"Unknown","Glucose","Lactose",0,1,0,0,0,0,3
"Unknown","Glucose","Methanol",0,1,0,0,0,0,3
"Unknown","Glucose","Vitamin-free",0,1,0,0,0,0,3
"Unknown","L-Rhamnose","Methanol",0,0.88,0.122,0.333507462026305,0.111227227227227,-0.122,3
"Unknown","L-Rhamnose","Vitamin-free",0,0.757,0.256,0.465489721348045,0.216680680680681,-0.256,3
"Unknown","Lactose","L-Rhamnose",0,0.75,0.268,0.482087552637909,0.232408408408408,-0.268,3
"Unknown","Lactose","Methanol",0,0.873,0.131,0.349229095238299,0.121960960960961,-0.131,3
"Unknown","Lactose","Vitamin-free",0,0.735,0.283,0.48902980497118,0.23915015015015,-0.283,3
"Unknown","Lactose_F","Glucose",3,1,2.958,0.200689502157627,0.0402762762762763,0.0419999999999998,1
"Unknown","Lactose_F","L-Rhamnose",0,0.735,0.287,0.49887862239214,0.24887987987988,-0.287,3
"Unknown","Lactose_F","Lactose",0,0.883,0.119,0.330072640411089,0.108947947947948,-0.119,3
"Unknown","Lactose_F","Methanol",0,0.864,0.14,0.358508756557673,0.128528528528529,-0.14,3
"Unknown","Lactose_F","Vitamin-free",0,0.722,0.298,0.499445137573133,0.249445445445445,-0.298,3
"Unknown","Methanol","Vitamin-free",0,0.741,0.279,0.491325147331582,0.2414004004004,-0.279,3
"Air","Glucose","Nitrate",0,1,0,0,0,0,3
"Air","Lactose_F","Glucose",9,1,8.85,0.384249460178733,0.147647647647648,0.15,1
"Air","Lactose_F","Nitrate",0,0.41,0.799,0.809477766374256,0.655254254254254,-0.799,3
"Leather.Tanning","Lactose_F","Glucose",18,1,17.789,0.447972855963037,0.20067967967968,0.210999999999999,1
"Industrial","Glucose","Growth at 19°C",0,1,0,0,0,0,3
"Fodder","D-Arabinose","Galactitol",0,0.883,0.121,0.338339287511033,0.114473473473473,-0.121,3
"Fodder","D-Arabinose","Methanol",0,0.88,0.129,0.361233289564361,0.130489489489489,-0.129,3
"Fodder","D-Arabinose","myo-Inositol",0,0.899,0.107,0.328113789193107,0.107658658658659,-0.107,3
"Fodder","D-Arabinose","Nitrate",0,0.739,0.291,0.516319267106686,0.266585585585586,-0.291,3
"Fodder","D-Arabinose","Starch formation",0,0.765,0.261,0.495100115253596,0.245124124124124,-0.261,3
"Fodder","Galactitol","myo-Inositol",0,0.891,0.115,0.337474278855276,0.113888888888889,-0.115,3
"Fodder","Galactitol","Nitrate",0,0.718,0.314,0.528851286926376,0.279683683683684,-0.314,3
"Fodder","Galactitol","Starch formation",0,0.741,0.295,0.531278888397852,0.282257257257257,-0.295,3
"Fodder","Glucose","D-Arabinose",0,1,0,0,0,0,3
"Fodder","Glucose","Galactitol",0,1,0,0,0,0,3
"Fodder","Glucose","Inulin",0,1,0,0,0,0,3
"Fodder","Glucose","L-Rhamnose",0,1,0,0,0,0,3
"Fodder","Glucose","Lactose",0,1,0,0,0,0,3
"Fodder","Glucose","Melibiose",0,1,0,0,0,0,3
"Fodder","Glucose","Methanol",0,1,0,0,0,0,3
"Fodder","Glucose","myo-Inositol",0,1,0,0,0,0,3
"Fodder","Glucose","Nitrate",0,1,0,0,0,0,3
"Fodder","Glucose","Starch formation",0,1,0,0,0,0,3
"Fodder","Inulin","D-Arabinose",0,0.632,0.426,0.607365534824699,0.368892892892893,-0.426,3
"Fodder","Inulin","Galactitol",0,0.875,0.13,0.35103165558568,0.123223223223223,-0.13,3
"Fodder","Inulin","L-Rhamnose",0,0.71,0.315,0.5177287349984,0.268043043043043,-0.315,3
"Fodder","Inulin","Lactose",0,0.856,0.151,0.377281514709297,0.142341341341341,-0.151,3
"Fodder","Inulin","Melibiose",0,0.849,0.158,0.383644605309632,0.147183183183183,-0.158,3
"Fodder","Inulin","Methanol",0,0.865,0.145,0.379630239995603,0.144119119119119,-0.145,3
"Fodder","Inulin","myo-Inositol",0,0.891,0.116,0.341556233526283,0.116660660660661,-0.116,3
"Fodder","Inulin","Nitrate",0,0.721,0.31,0.525524667523967,0.276176176176176,-0.31,3
"Fodder","Inulin","Starch formation",0,0.754,0.283,0.528384509793947,0.27919019019019,-0.283,3
"Fodder","L-Rhamnose","D-Arabinose",0,0.65,0.408,0.604898257479638,0.365901901901902,-0.408,3
"Fodder","L-Rhamnose","Galactitol",0,0.882,0.123,0.343495253226284,0.117988988988989,-0.123,3
"Fodder","L-Rhamnose","Methanol",0,0.871,0.135,0.359031898170488,0.128903903903904,-0.135,3
"Fodder","L-Rhamnose","myo-Inositol",0,0.899,0.107,0.328113789193107,0.107658658658659,-0.107,3
"Fodder","L-Rhamnose","Nitrate",0,0.732,0.298,0.519100631347589,0.269465465465465,-0.298,3
"Fodder","L-Rhamnose","Starch formation",0,0.759,0.271,0.507756651179299,0.257816816816817,-0.271,3
"Fodder","Lactose","D-Arabinose",0,0.633,0.423,0.603684880906782,0.364435435435435,-0.423,3
