"Isolation","Trait","Observed_PP","Percent_PP"
"Pickled.Salted.Brined","Growth at 19°C",21,0.754
"Pickled.Salted.Brined","Growth at 25°C",22,1
"Pickled.Salted.Brined","Growth at 30°C",22,1
"Pickled.Salted.Brined","Growth at 37°C",9,0.641
"Fruit","Glucose_F",109,0.977
"Fruit","Galactose_F",41,0.8
"Fruit","Sucrose_F",42,0.962
"Fruit","Maltose_F",26,0.804
"Fruit","Lactose_F",3,0.618
"Fruit","Raffinose_F",30,0.966
"Fruit","Trehalose_F",34,0.572
"Fruit","Glucose",132,1
"Fruit","Inulin",19,0.826
"Fruit","Sucrose",79,0.836
"Fruit","Raffinose",43,0.925
"Fruit","Melibiose",11,0.619
"Fruit","Galactose",77,0.594
"Fruit","Lactose",6,0.226
"Fruit","Trehalose",75,0.263
"Fruit","Maltose",58,0.359
"Fruit","Melezitose",42,0.189
"Fruit","Methyl-?-D-glucoside",39,0.138
"Fruit","Soluble Starch",23,0.487
"Fruit","Cellobiose",66,0.256
"Fruit","Salicin",67,0.334
"Fruit","L-Sorbose",76,0.93
"Fruit","L-Rhamnose",14,0.112
"Fruit","D-Xylose",78,0.311
"Fruit","L-Arabinose",26,0.124
"Fruit","D-Arabinose",24,0.243
"Fruit","D-Ribose",39,0.271
"Fruit","Methanol",4,0.201
"Fruit","Ethanol",108,0.724
"Fruit","Glycerol",112,0.626
"Fruit","Erythritol",14,0.054
"Fruit","Ribitol",62,0.274
"Fruit","Galactitol",15,0.682
"Fruit","D-Mannitol",90,0.206
"Fruit","D-Glucitol",90,0.27
"Fruit","myo-Inositol",6,0.348
"Fruit","DL-Lactate",55,0.685
"Fruit","Succinate",101,0.5
"Fruit","Citrate",72,0.513
"Fruit","D-Gluconate",62,0.512
"Fruit","D-Glucosamine",40,0.509
"Fruit","Nitrate",23,0.729
"Fruit","Vitamin-free",29,0.859
"Fruit","2-Keto-D-gluconate",54,0.745
"Fruit","Starch formation",22,0.904
"Fruit","Growth at 19°C",132,1
"Fruit","Growth at 25°C",132,1
"Fruit","Growth at 30°C",115,0.658
"Fruit","Growth at 37°C",55,0.841
"Drink.Juice","Glucose_F",39,1
"Drink.Juice","Galactose_F",14,0.773
"Drink.Juice","Sucrose_F",21,0.991
"Drink.Juice","Maltose_F",12,0.882
"Drink.Juice","Lactose_F",1,0.754
"Drink.Juice","Raffinose_F",11,0.905
"Drink.Juice","Trehalose_F",17,0.887
"Drink.Juice","Glucose",39,1
"Drink.Juice","Inulin",6,0.765
"Drink.Juice","Sucrose",26,0.818
"Drink.Juice","Raffinose",16,0.897
"Drink.Juice","Melibiose",3,0.594
"Drink.Juice","Galactose",25,0.713
"Drink.Juice","Lactose",3,0.551
"Drink.Juice","Trehalose",24,0.569
"Drink.Juice","Maltose",21,0.695
"Drink.Juice","Melezitose",16,0.607
"Drink.Juice","Methyl-?-D-glucoside",15,0.537
"Drink.Juice","Soluble Starch",8,0.511
"Drink.Juice","Cellobiose",21,0.443
"Drink.Juice","Salicin",22,0.53
"Drink.Juice","L-Sorbose",19,0.566
"Drink.Juice","L-Rhamnose",5,0.384
"Drink.Juice","D-Xylose",15,0.074
"Drink.Juice","L-Arabinose",5,0.142
"Drink.Juice","D-Arabinose",7,0.32
"Drink.Juice","D-Ribose",11,0.343
"Drink.Juice","Methanol",2,0.524
"Drink.Juice","Ethanol",30,0.599
"Drink.Juice","Glycerol",30,0.43
"Drink.Juice","Erythritol",7,0.431
"Drink.Juice","Ribitol",18,0.345
"Drink.Juice","Galactitol",4,0.628
"Drink.Juice","D-Mannitol",24,0.214
"Drink.Juice","D-Glucitol",25,0.335
"Drink.Juice","myo-Inositol",4,0.637
"Drink.Juice","DL-Lactate",18,0.697
"Drink.Juice","Succinate",26,0.344
"Drink.Juice","Citrate",17,0.256
"Drink.Juice","D-Gluconate",24,0.838
"Drink.Juice","D-Glucosamine",12,0.542
"Drink.Juice","Nitrate",8,0.666
"Drink.Juice","Vitamin-free",4,0.343
"Drink.Juice","2-Keto-D-gluconate",20,0.806
"Drink.Juice","Starch formation",2,0.41
"Drink.Juice","Growth at 19°C",38,0.771
"Drink.Juice","Growth at 25°C",39,1
"Drink.Juice","Growth at 30°C",36,0.875
"Drink.Juice","Growth at 37°C",23,0.929
"Sugar.Cane","Glucose_F",4,0.846
"Sugar.Cane","Galactose_F",2,0.793
"Sugar.Cane","Sucrose_F",3,0.931
"Sugar.Cane","Maltose_F",3,0.952
"Sugar.Cane","Lactose_F",0,0.92
"Sugar.Cane","Raffinose_F",2,0.912
"Sugar.Cane","Trehalose_F",3,0.917
"Sugar.Cane","Glucose",5,1
"Sugar.Cane","Inulin",1,0.882
"Sugar.Cane","Sucrose",5,1
"Sugar.Cane","Raffinose",2,0.831
"Sugar.Cane","Melibiose",1,0.896
"Sugar.Cane","Galactose",5,1
"Sugar.Cane","Lactose",0,0.849
"Sugar.Cane","Trehalose",4,0.857
"Sugar.Cane","Maltose",4,0.921
"Sugar.Cane","Melezitose",3,0.894
"Sugar.Cane","Methyl-?-D-glucoside",2,0.799
"Sugar.Cane","Soluble Starch",0,0.654
"Sugar.Cane","Cellobiose",2,0.605
"Sugar.Cane","Salicin",2,0.623
"Sugar.Cane","L-Sorbose",3,0.814
"Sugar.Cane","L-Rhamnose",2,0.905
"Sugar.Cane","D-Xylose",3,0.702
"Sugar.Cane","L-Arabinose",2,0.816
"Sugar.Cane","D-Arabinose",2,0.854
"Sugar.Cane","D-Ribose",3,0.864
"Sugar.Cane","Methanol",1,0.881
"Sugar.Cane","Ethanol",5,1
"Sugar.Cane","Glycerol",5,1
"Sugar.Cane","Erythritol",1,0.722
"Sugar.Cane","Ribitol",3,0.784
"Sugar.Cane","Galactitol",2,0.958
"Sugar.Cane","D-Mannitol",4,0.77
"Sugar.Cane","D-Glucitol",4,0.81
"Sugar.Cane","myo-Inositol",0,0.862
"Sugar.Cane","DL-Lactate",1,0.503
"Sugar.Cane","Succinate",3,0.609
"Sugar.Cane","Citrate",3,0.76
"Sugar.Cane","D-Gluconate",3,0.7
"Sugar.Cane","D-Glucosamine",1,0.649
"Sugar.Cane","Nitrate",2,0.862
"Sugar.Cane","Vitamin-free",1,0.795
"Sugar.Cane","2-Keto-D-gluconate",2,0.694
"Sugar.Cane","Starch formation",0,0.694
"Sugar.Cane","Growth at 19°C",5,1
"Sugar.Cane","Growth at 25°C",5,1
"Sugar.Cane","Growth at 30°C",5,1
"Sugar.Cane","Growth at 37°C",5,1
"Fermented","Glucose_F",69,0.997
"Fermented","Galactose_F",32,0.933
"Fermented","Sucrose_F",42,1
"Fermented","Maltose_F",29,0.979
"Fermented","Lactose_F",3,0.733
"Fermented","Raffinose_F",29,0.993
"Fermented","Trehalose_F",31,0.874
"Fermented","Glucose",74,1
"Fermented","Inulin",13,0.781
"Fermented","Sucrose",47,0.79
"Fermented","Raffinose",34,0.975
"Fermented","Melibiose",9,0.623
"Fermented","Galactose",47,0.58
"Fermented","Lactose",8,0.595
"Fermented","Trehalose",51,0.618
"Fermented","Maltose",40,0.608
"Fermented","Melezitose",30,0.407
"Fermented","Methyl-?-D-glucoside",28,0.327
"Fermented","Soluble Starch",15,0.303
"Fermented","Cellobiose",34,0.086
"Fermented","Salicin",34,0.139
"Fermented","L-Sorbose",35,0.391
"Fermented","L-Rhamnose",6,0.087
"Fermented","D-Xylose",38,0.072
"Fermented","L-Arabinose",18,0.172
"Fermented","D-Arabinose",14,0.188
"Fermented","D-Ribose",28,0.405
"Fermented","Methanol",2,0.251
"Fermented","Ethanol",64,0.81
"Fermented","Glycerol",64,0.648
"Fermented","Erythritol",14,0.261
"Fermented","Ribitol",38,0.308
"Fermented","Galactitol",9,0.576
"Fermented","D-Mannitol",49,0.153
"Fermented","D-Glucitol",47,0.116
"Fermented","myo-Inositol",2,0.26
"Fermented","DL-Lactate",43,0.915
"Fermented","Succinate",50,0.134
"Fermented","Citrate",38,0.236
"Fermented","D-Gluconate",40,0.604
"Fermented","D-Glucosamine",26,0.46
"Fermented","Nitrate",10,0.382
"Fermented","Vitamin-free",17,0.666
"Fermented","2-Keto-D-gluconate",34,0.669
"Fermented","Starch formation",5,0.252
"Fermented","Growth at 19°C",74,1
"Fermented","Growth at 25°C",74,1
"Fermented","Growth at 30°C",70,0.891
"Fermented","Growth at 37°C",43,0.959
"Wine","Glucose_F",22,0.839
"Wine","Galactose_F",6,0.553
"Wine","Sucrose_F",13,0.98
"Wine","Maltose_F",7,0.854
"Wine","Lactose_F",1,0.798
"Wine","Raffinose_F",10,0.978
"Wine","Trehalose_F",8,0.718
"Wine","Glucose",29,1
"Wine","Inulin",3,0.711
"Wine","Sucrose",17,0.803
"Wine","Raffinose",12,0.946
"Wine","Melibiose",5,0.794
"Wine","Galactose",16,0.7
"Wine","Lactose",3,0.72
"Wine","Trehalose",12,0.316
"Wine","Maltose",11,0.532
"Wine","Melezitose",8,0.49
"Wine","Methyl-?-D-glucoside",7,0.397
"Wine","Soluble Starch",3,0.382
"Wine","Cellobiose",11,0.399
"Wine","Salicin",11,0.389
"Wine","L-Sorbose",14,0.758
"Wine","L-Rhamnose",1,0.296
"Wine","D-Xylose",11,0.247
"Wine","L-Arabinose",5,0.357
"Wine","D-Arabinose",4,0.398
"Wine","D-Ribose",9,0.568
"Wine","Methanol",0,0.49
"Wine","Ethanol",23,0.689
"Wine","Glycerol",23,0.645
"Wine","Erythritol",4,0.493
"Wine","Ribitol",12,0.444
"Wine","Galactitol",5,0.816
"Wine","D-Mannitol",14,0.188
"Wine","D-Glucitol",15,0.249
"Wine","myo-Inositol",1,0.615
"Wine","DL-Lactate",16,0.913
"Wine","Succinate",18,0.304
"Wine","Citrate",13,0.503
"Wine","D-Gluconate",9,0.376
"Wine","D-Glucosamine",10,0.759
"Wine","Nitrate",3,0.609
"Wine","Vitamin-free",9,0.93
"Wine","2-Keto-D-gluconate",11,0.711
"Wine","Starch formation",2,0.613
"Wine","Growth at 19°C",29,1
"Wine","Growth at 25°C",29,1
"Wine","Growth at 30°C",28,0.985
"Wine","Growth at 37°C",19,0.985
"Beer","Glucose_F",23,0.96
"Beer","Galactose_F",13,0.949
"Beer","Sucrose_F",14,0.987
"Beer","Maltose_F",9,0.928
"Beer","Lactose_F",2,0.894
"Beer","Raffinose_F",11,0.981
"Beer","Trehalose_F",7,0.672
"Beer","Glucose",26,1
"Beer","Inulin",5,0.827
"Beer","Sucrose",15,0.775
"Beer","Raffinose",12,0.944
"Beer","Melibiose",2,0.719
"Beer","Galactose",18,0.801
"Beer","Lactose",4,0.852
"Beer","Trehalose",15,0.536
"Beer","Maltose",11,0.527
"Beer","Melezitose",10,0.621
"Beer","Methyl-?-D-glucoside",8,0.448
"Beer","Soluble Starch",2,0.329
"Beer","Cellobiose",11,0.328
"Beer","Salicin",11,0.383
"Beer","L-Sorbose",13,0.635
"Beer","L-Rhamnose",3,0.527
"Beer","D-Xylose",10,0.169
"Beer","L-Arabinose",5,0.374
"Beer","D-Arabinose",2,0.247
"Beer","D-Ribose",9,0.606
"Beer","Methanol",0,0.478
"Beer","Ethanol",24,0.95
"Beer","Glycerol",23,0.815
"Beer","Erythritol",2,0.313
"Beer","Ribitol",11,0.379
"Beer","Galactitol",2,0.683
"Beer","D-Mannitol",16,0.298
"Beer","D-Glucitol",14,0.213
"Beer","myo-Inositol",1,0.661
"Beer","DL-Lactate",18,0.964
"Beer","Succinate",17,0.329
"Beer","Citrate",12,0.407
"Beer","D-Gluconate",9,0.35
"Beer","D-Glucosamine",8,0.61
"Beer","Nitrate",2,0.485
"Beer","Vitamin-free",6,0.774
"Beer","2-Keto-D-gluconate",7,0.382
"Beer","Starch formation",2,0.555
"Beer","Growth at 19°C",26,1
"Beer","Growth at 25°C",26,1
"Beer","Growth at 30°C",24,0.88
"Beer","Growth at 37°C",11,0.733
"Tequila","Glucose_F",10,0.931
"Tequila","Galactose_F",7,0.894
"Tequila","Sucrose_F",6,0.881
"Tequila","Maltose_F",6,0.904
"Tequila","Lactose_F",0,0.842
"Tequila","Raffinose_F",3,0.778
"Tequila","Trehalose_F",8,0.947
"Tequila","Glucose",11,1
"Tequila","Inulin",3,0.82
"Tequila","Sucrose",8,0.866
"Tequila","Raffinose",3,0.581
"Tequila","Melibiose",0,0.649
"Tequila","Galactose",9,0.811
"Tequila","Lactose",1,0.732
"Tequila","Trehalose",9,0.875
"Tequila","Maltose",8,0.867
"Tequila","Melezitose",8,0.93
"Tequila","Methyl-?-D-glucoside",7,0.86
"Tequila","Soluble Starch",2,0.556
"Tequila","Cellobiose",7,0.565
"Tequila","Salicin",7,0.596
"Tequila","L-Sorbose",9,0.946
"Tequila","L-Rhamnose",2,0.596
"Tequila","D-Xylose",8,0.695
"Tequila","L-Arabinose",4,0.609
"Tequila","D-Arabinose",6,0.836
"Tequila","D-Ribose",5,0.64
"Tequila","Methanol",1,0.764
"Tequila","Ethanol",10,0.938
"Tequila","Glycerol",9,0.718
"Tequila","Erythritol",2,0.522
"Tequila","Ribitol",8,0.851
"Tequila","Galactitol",1,0.725
"Tequila","D-Mannitol",9,0.842
"Tequila","D-Glucitol",9,0.878
"Tequila","myo-Inositol",0,0.709
"Tequila","DL-Lactate",6,0.636
"Tequila","Succinate",9,0.864
"Tequila","Citrate",6,0.527
"Tequila","D-Gluconate",7,0.712
"Tequila","D-Glucosamine",5,0.69
"Tequila","Nitrate",1,0.514
"Tequila","Vitamin-free",1,0.452
"Tequila","2-Keto-D-gluconate",8,0.928
"Tequila","Starch formation",0,0.445
"Tequila","Growth at 19°C",11,1
"Tequila","Growth at 25°C",11,1
"Tequila","Growth at 30°C",11,1
"Tequila","Growth at 37°C",8,0.847
"Cider","Glucose_F",16,0.989
"Cider","Galactose_F",5,0.62
"Cider","Sucrose_F",5,0.75
"Cider","Maltose_F",4,0.75
"Cider","Lactose_F",1,0.888
"Cider","Raffinose_F",3,0.746
"Cider","Trehalose_F",8,0.846
"Cider","Glucose",17,1
"Cider","Inulin",1,0.588
"Cider","Sucrose",10,0.654
"Cider","Raffinose",4,0.589
"Cider","Melibiose",2,0.752
"Cider","Galactose",10,0.613
"Cider","Lactose",2,0.781
"Cider","Trehalose",11,0.714
"Cider","Maltose",10,0.751
"Cider","Melezitose",9,0.779
"Cider","Methyl-?-D-glucoside",9,0.802
"Cider","Soluble Starch",5,0.712
"Cider","Cellobiose",12,0.739
"Cider","Salicin",12,0.734
"Cider","L-Sorbose",10,0.74
"Cider","L-Rhamnose",3,0.594
"Cider","D-Xylose",11,0.615
"Cider","L-Arabinose",3,0.366
"Cider","D-Arabinose",4,0.532
"Cider","D-Ribose",6,0.558
"Cider","Methanol",1,0.722
"Cider","Ethanol",15,0.915
"Cider","Glycerol",15,0.865
"Cider","Erythritol",4,0.613
"Cider","Ribitol",10,0.627
"Cider","Galactitol",1,0.641
"Cider","D-Mannitol",12,0.495
"Cider","D-Glucitol",13,0.599
"Cider","myo-Inositol",1,0.718
"Cider","DL-Lactate",12,0.896
"Cider","Succinate",14,0.787
"Cider","Citrate",11,0.662
"Cider","D-Gluconate",10,0.691
"Cider","D-Glucosamine",9,0.853
"Cider","Nitrate",7,0.888
"Cider","Vitamin-free",3,0.675
"Cider","2-Keto-D-gluconate",9,0.739
"Cider","Starch formation",0,0.348
"Cider","Growth at 19°C",17,1
"Cider","Growth at 25°C",17,1
"Cider","Growth at 30°C",15,0.705
"Cider","Growth at 37°C",3,0.228
"Wood","Glucose_F",7,0.375
"Wood","Galactose_F",4,0.593
"Wood","Sucrose_F",3,0.553
"Wood","Maltose_F",3,0.696
"Wood","Lactose_F",0,0.828
"Wood","Raffinose_F",1,0.51
"Wood","Trehalose_F",4,0.611
"Wood","Glucose",11,1
"Wood","Inulin",2,0.69
"Wood","Sucrose",7,0.562
"Wood","Raffinose",5,0.741
"Wood","Melibiose",3,0.825
"Wood","Galactose",7,0.509
"Wood","Lactose",2,0.776
"Wood","Trehalose",9,0.764
"Wood","Maltose",7,0.645
"Wood","Melezitose",5,0.494
"Wood","Methyl-?-D-glucoside",7,0.743
"Wood","Soluble Starch",4,0.668
"Wood","Cellobiose",10,0.935
"Wood","Salicin",10,0.953
"Wood","L-Sorbose",7,0.645
"Wood","L-Rhamnose",7,0.914
"Wood","D-Xylose",10,0.931
"Wood","L-Arabinose",8,0.909
"Wood","D-Arabinose",6,0.813
"Wood","D-Ribose",8,0.873
"Wood","Methanol",2,0.814
"Wood","Ethanol",11,1
"Wood","Glycerol",11,1
"Wood","Erythritol",7,0.895
"Wood","Ribitol",9,0.811
"Wood","Galactitol",5,0.924
"Wood","D-Mannitol",11,1
"Wood","D-Glucitol",11,1
"Wood","myo-Inositol",3,0.845
"Wood","DL-Lactate",8,0.797
"Wood","Succinate",11,1
"Wood","Citrate",10,0.856
"Wood","D-Gluconate",5,0.369
"Wood","D-Glucosamine",3,0.406
"Wood","Nitrate",1,0.504
"Wood","Vitamin-free",3,0.631
"Wood","2-Keto-D-gluconate",4,0.407
"Wood","Starch formation",2,0.712
"Wood","Growth at 19°C",11,1
"Wood","Growth at 25°C",11,1
"Wood","Growth at 30°C",11,1
"Wood","Growth at 37°C",9,0.864
"Silage","Glucose_F",8,1
"Silage","Galactose_F",6,0.974
"Silage","Sucrose_F",4,0.932
"Silage","Maltose_F",3,0.916
"Silage","Lactose_F",0,0.905
"Silage","Raffinose_F",4,0.955
"Silage","Trehalose_F",4,0.913
"Silage","Glucose",8,1
"Silage","Inulin",0,0.71
"Silage","Sucrose",5,0.748
"Silage","Raffinose",4,0.893
"Silage","Melibiose",3,0.935
"Silage","Galactose",7,0.973
"Silage","Lactose",1,0.83
"Silage","Trehalose",6,0.833
"Silage","Maltose",3,0.595
"Silage","Melezitose",2,0.574
"Silage","Methyl-?-D-glucoside",2,0.562
"Silage","Soluble Starch",2,0.746
"Silage","Cellobiose",4,0.636
"Silage","Salicin",3,0.516
"Silage","L-Sorbose",2,0.43
"Silage","L-Rhamnose",2,0.76
"Silage","D-Xylose",5,0.69
"Silage","L-Arabinose",4,0.886
"Silage","D-Arabinose",2,0.666
"Silage","D-Ribose",6,0.966
"Silage","Methanol",0,0.781
"Silage","Ethanol",6,0.634
"Silage","Glycerol",7,0.883
"Silage","Erythritol",2,0.744
"Silage","Ribitol",3,0.556
"Silage","Galactitol",0,0.778
"Silage","D-Mannitol",6,0.772
"Silage","D-Glucitol",4,0.475
"Silage","myo-Inositol",1,0.86
"Silage","DL-Lactate",2,0.476
"Silage","Succinate",7,0.744
"Silage","Citrate",3,0.522
"Silage","D-Gluconate",5,0.85
"Silage","D-Glucosamine",4,0.843
"Silage","Nitrate",2,0.777
"Silage","Vitamin-free",2,0.772
"Silage","2-Keto-D-gluconate",5,0.88
"Silage","Starch formation",1,0.751
"Silage","Growth at 19°C",8,1
"Silage","Growth at 25°C",8,1
"Silage","Growth at 30°C",8,1
"Silage","Growth at 37°C",5,0.881
"Dairy","Glucose_F",17,0.891
"Dairy","Galactose_F",11,0.953
"Dairy","Sucrose_F",9,0.935
"Dairy","Maltose_F",5,0.794
"Dairy","Lactose_F",1,0.859
"Dairy","Raffinose_F",9,0.98
"Dairy","Trehalose_F",6,0.679
"Dairy","Glucose",20,1
"Dairy","Inulin",6,0.893
"Dairy","Sucrose",12,0.749
"Dairy","Raffinose",9,0.915
"Dairy","Melibiose",2,0.66
"Dairy","Galactose",16,0.893
"Dairy","Lactose",5,0.885
"Dairy","Trehalose",10,0.344
"Dairy","Maltose",6,0.318
"Dairy","Melezitose",5,0.337
"Dairy","Methyl-?-D-glucoside",6,0.446
"Dairy","Soluble Starch",2,0.388
"Dairy","Cellobiose",6,0.187
"Dairy","Salicin",6,0.211
"Dairy","L-Sorbose",13,0.86
"Dairy","L-Rhamnose",2,0.435
"Dairy","D-Xylose",12,0.515
"Dairy","L-Arabinose",4,0.443
"Dairy","D-Arabinose",4,0.474
"Dairy","D-Ribose",8,0.709
"Dairy","Methanol",2,0.842
"Dairy","Ethanol",17,0.741
"Dairy","Glycerol",18,0.828
"Dairy","Erythritol",5,0.675
"Dairy","Ribitol",11,0.653
"Dairy","Galactitol",2,0.698
"Dairy","D-Mannitol",13,0.421
"Dairy","D-Glucitol",14,0.557
"Dairy","myo-Inositol",1,0.674
"Dairy","DL-Lactate",14,0.951
"Dairy","Succinate",17,0.687
"Dairy","Citrate",13,0.696
"Dairy","D-Gluconate",9,0.483
"Dairy","D-Glucosamine",4,0.397
"Dairy","Nitrate",2,0.563
"Dairy","Vitamin-free",3,0.579
"Dairy","2-Keto-D-gluconate",4,0.309
"Dairy","Starch formation",3,0.752
"Dairy","Growth at 19°C",20,1
"Dairy","Growth at 25°C",20,1
"Dairy","Growth at 30°C",19,0.9
"Dairy","Growth at 37°C",12,0.863
"Olives","Glucose_F",12,0.848
"Olives","Galactose_F",7,0.769
"Olives","Sucrose_F",5,0.719
"Olives","Maltose_F",6,0.85
"Olives","Lactose_F",1,0.857
"Olives","Raffinose_F",3,0.701
"Olives","Trehalose_F",9,0.91
"Olives","Glucose",13,1
"Olives","Inulin",3,0.792
"Olives","Sucrose",9,0.658
"Olives","Raffinose",6,0.724
"Olives","Melibiose",3,0.786
"Olives","Galactose",10,0.755
"Olives","Lactose",3,0.809
"Olives","Trehalose",12,0.952
"Olives","Maltose",9,0.699
"Olives","Melezitose",8,0.739
"Olives","Methyl-?-D-glucoside",8,0.721
"Olives","Soluble Starch",3,0.544
"Olives","Cellobiose",9,0.662
"Olives","Salicin",9,0.68
"Olives","L-Sorbose",7,0.495
"Olives","L-Rhamnose",4,0.666
"Olives","D-Xylose",11,0.819
"Olives","L-Arabinose",7,0.745
"Olives","D-Arabinose",7,0.794
"Olives","D-Ribose",8,0.745
"Olives","Methanol",1,0.693
"Olives","Ethanol",12,0.907
"Olives","Glycerol",12,0.68
"Olives","Erythritol",3,0.539
"Olives","Ribitol",10,0.816
"Olives","Galactitol",4,0.844
"Olives","D-Mannitol",11,0.741
"Olives","D-Glucitol",11,0.77
"Olives","myo-Inositol",1,0.719
"Olives","DL-Lactate",6,0.492
"Olives","Succinate",12,0.91
"Olives","Citrate",9,0.584
"Olives","D-Gluconate",9,0.669
"Olives","D-Glucosamine",8,0.775
"Olives","Nitrate",2,0.511
"Olives","Vitamin-free",0,0.279
"Olives","2-Keto-D-gluconate",10,0.906
"Olives","Starch formation",0,0.353
"Olives","Growth at 19°C",13,1
"Olives","Growth at 25°C",13,1
"Olives","Growth at 30°C",13,1
"Olives","Growth at 37°C",7,0.645
